Path	Sample Name	Tissue Category	Phenotype	Cell ID	Total Cells	Tissue Category Area (pixels)	Cell Density (per megapixel)	Cell X Position	Cell Y Position	Process Region ID	Distance from Process Region Edge (pixels)	Category Region ID	Distance from Tissue Category Edge (pixels)	Nucleus Area (pixels)	Nucleus Area (percent)	Nucleus Compactness	Nucleus Minor Axis	Nucleus Major Axis	Nucleus Axis Ratio	Nucleus DAPI Min (Normalized Counts, Peak Weighting)	Nucleus DAPI Mean (Normalized Counts, Peak Weighting)	Nucleus DAPI Max (Normalized Counts, Peak Weighting)	Nucleus DAPI Std Dev (Normalized Counts, Peak Weighting)	Nucleus DAPI Total (Normalized Counts, Peak Weighting)	Nucleus Opal 570 Min (Normalized Counts, Peak Weighting)	Nucleus Opal 570 Mean (Normalized Counts, Peak Weighting)	Nucleus Opal 570 Max (Normalized Counts, Peak Weighting)	Nucleus Opal 570 Std Dev (Normalized Counts, Peak Weighting)	Nucleus Opal 570 Total (Normalized Counts, Peak Weighting)	Nucleus Opal 650 Min (Normalized Counts, Peak Weighting)	Nucleus Opal 650 Mean (Normalized Counts, Peak Weighting)	Nucleus Opal 650 Max (Normalized Counts, Peak Weighting)	Nucleus Opal 650 Std Dev (Normalized Counts, Peak Weighting)	Nucleus Opal 650 Total (Normalized Counts, Peak Weighting)	Membrane Area (pixels)	Membrane Area (percent)	Membrane Compactness	Membrane Minor Axis	Membrane Major Axis	Membrane Axis Ratio	Membrane DAPI Min (Normalized Counts, Peak Weighting)	Membrane DAPI Mean (Normalized Counts, Peak Weighting)	Membrane DAPI Max (Normalized Counts, Peak Weighting)	Membrane DAPI Std Dev (Normalized Counts, Peak Weighting)	Membrane DAPI Total (Normalized Counts, Peak Weighting)	Membrane Opal 570 Min (Normalized Counts, Peak Weighting)	Membrane Opal 570 Mean (Normalized Counts, Peak Weighting)	Membrane Opal 570 Max (Normalized Counts, Peak Weighting)	Membrane Opal 570 Std Dev (Normalized Counts, Peak Weighting)	Membrane Opal 570 Total (Normalized Counts, Peak Weighting)	Membrane Opal 650 Min (Normalized Counts, Peak Weighting)	Membrane Opal 650 Mean (Normalized Counts, Peak Weighting)	Membrane Opal 650 Max (Normalized Counts, Peak Weighting)	Membrane Opal 650 Std Dev (Normalized Counts, Peak Weighting)	Membrane Opal 650 Total (Normalized Counts, Peak Weighting)	Entire Cell Area (pixels)	Entire Cell Area (percent)	Entire Cell Compactness	Entire Cell Minor Axis	Entire Cell Major Axis	Entire Cell Axis Ratio	Entire Cell DAPI Min (Normalized Counts, Peak Weighting)	Entire Cell DAPI Mean (Normalized Counts, Peak Weighting)	Entire Cell DAPI Max (Normalized Counts, Peak Weighting)	Entire Cell DAPI Std Dev (Normalized Counts, Peak Weighting)	Entire Cell DAPI Total (Normalized Counts, Peak Weighting)	Entire Cell Opal 570 Min (Normalized Counts, Peak Weighting)	Entire Cell Opal 570 Mean (Normalized Counts, Peak Weighting)	Entire Cell Opal 570 Max (Normalized Counts, Peak Weighting)	Entire Cell Opal 570 Std Dev (Normalized Counts, Peak Weighting)	Entire Cell Opal 570 Total (Normalized Counts, Peak Weighting)	Entire Cell Opal 650 Min (Normalized Counts, Peak Weighting)	Entire Cell Opal 650 Mean (Normalized Counts, Peak Weighting)	Entire Cell Opal 650 Max (Normalized Counts, Peak Weighting)	Entire Cell Opal 650 Std Dev (Normalized Counts, Peak Weighting)	Entire Cell Opal 650 Total (Normalized Counts, Peak Weighting)	Lab ID	Slide ID	TMA Sector	TMA Row	TMA Column	TMA Field	Confidence	inForm 2.4.6626.16804
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	other	WT/d16	all	0	3690368	0.0							0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	other	WT/d16/p95M	all	0	3690368	0.0							0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	other	WT/d16/p95MC	all	0	3690368	0.0							0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%					0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	other	All	all	234	3690368	63.41							225584	6.11%					0.224	0.770	2.958	0.238	173773.349	0.020	0.057	0.566	0.011	12791.557	0.004	0.032	0.219	0.005	7330.299	38957	1.06%					0.118	0.287	2.472	0.068	11170.604	0.015	0.060	1.525	0.017	2321.419	0.005	0.034	0.554	0.008	1319.722	264541	7.17%					0.000	0.699	2.958	0.200	184943.953	0.000	0.057	1.525	0.011	15112.976	0.000	0.033	0.554	0.005	8650.022		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	others	all	578	21665215	26.68							571882	15.50%					0.224	0.908	3.871	0.285	519319.954	0.020	0.073	0.784	0.025	41482.047	0.004	0.052	0.895	0.050	29586.548	97453	2.64%					0.103	0.343	2.821	0.121	33384.032	0.015	0.086	2.493	0.045	8340.249	0.005	0.072	1.006	0.082	6973.807	669335	18.14%					0.000	0.826	3.871	0.250	552703.986	0.000	0.074	2.493	0.026	49822.295	0.000	0.055	1.006	0.053	36560.355		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	p95M	all	61	21665215	2.82							175162	0.97%					0.359	1.048	2.595	0.216	183614.455	0.025	0.197	1.224	0.056	34460.397	0.011	0.108	0.723	0.033	18922.771	16110	0.09%					0.124	0.474	3.909	0.143	7630.008	0.020	0.216	1.238	0.125	3473.699	0.011	0.160	0.984	0.118	2579.144	191272	1.06%					0.000	1.000	3.909	0.200	191244.463	0.000	0.198	1.238	0.050	37934.096	0.000	0.112	0.984	0.037	21501.915		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	p95MC	all	4550	21665215	210.01							4727814	26.30%					0.171	0.868	3.177	0.185	4103332.212	0.024	0.222	1.491	0.077	1047864.075	0.010	0.169	1.012	0.083	797982.676	776057	4.32%					0.100	0.386	3.118	0.114	299543.117	0.017	0.285	2.598	0.125	221034.819	0.003	0.271	1.121	0.145	210380.499	5503871	30.62%					0.000	0.800	3.177	0.170	4402875.330	0.000	0.231	2.598	0.078	1268898.894	0.000	0.183	1.121	0.089	1008363.175		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	WT/d16	all	6	21665215	0.28							4303	0.02%					0.383	0.912	1.542	0.145	3926.031	0.075	0.227	0.627	0.047	978.405	0.059	0.343	1.158	0.087	1475.902	848	0.00%					0.105	0.425	1.169	0.064	359.994	0.023	0.244	0.673	0.097	207.276	0.032	0.498	1.581	0.130	421.953	5151	0.03%					0.000	0.832	1.542	0.125	4286.025	0.000	0.230	0.673	0.034	1185.682	0.000	0.368	1.581	0.078	1897.855		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	WT/d16/p95M	all	505	21665215	23.31							494327	2.75%					0.193	0.878	2.224	0.150	433846.165	0.036	0.235	2.484	0.076	116010.478	0.009	0.176	0.943	0.055	87169.310	85117	0.47%					0.114	0.373	2.685	0.088	31745.304	0.026	0.403	2.731	0.111	34304.426	0.000	0.358	1.202	0.098	30483.780	579444	3.22%					0.000	0.804	2.685	0.132	465591.468	0.000	0.259	2.731	0.076	150314.904	0.000	0.203	1.202	0.057	117653.090		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	WT/d16/p95MC	all	105	21665215	4.846							126179	0.70%					0.132	1.031	2.810	0.242	130144.202	0.043	0.173	0.817	0.040	21781.724	0.036	0.239	0.905	0.073	30191.809	20700	0.12%					0.105	0.412	3.036	0.099	8518.371	0.024	0.225	0.914	0.059	4650.725	0.023	0.386	1.102	0.094	7986.868	146879	0.82%					0.000	0.944	3.036	0.210	138662.573	0.000	0.180	0.914	0.040	26432.449	0.000	0.260	1.102	0.070	38178.677		18SP-07900	0	0	0	0		
W:\vectra3\HER profile for patients\completed for analysis\6th set\18SP-07900\Scan1\MSI	18SP-07900_[5490,51921].im3	All	All	all	5805	21665215	267.94							6099667	33.93%					0.132	0.881	3.871	0.199	5374183.019	0.020	0.207	2.484	0.086	1262577.126	0.004	0.158	1.158	0.087	965329.016	996285	5.54%					0.100	0.383	3.909	0.114	381180.826	0.015	0.273	2.731	0.138	272011.194	0.000	0.260	1.581	0.153	258826.050	7095952	39.48%					0.000	0.811	3.909	0.180	5755363.845	0.000	0.216	2.731	0.088	1534588.320	0.000	0.173	1.581	0.094	1224155.066		18SP-07900	0	0	0	0		
